Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
KDS_Smoke_Suite,Firefox 109.0,,,2023-07-01 10:57:10,2023-07-01 10:59:11,2m - 1.216s,PASSED
,,,,,,,
Test Cases/KDS/TC_01_Login,Firefox 109.0,,,2023-07-01 10:57:11,2023-07-01 10:57:38,27.323s,PASSED
"openBrowser("""")",Firefox 109.0,,,2023-07-01 10:57:11,2023-07-01 10:57:21,9.710s,PASSED
"navigateToUrl(""https://www.studiokohler.com/en-us/faqs"")",Firefox 109.0,,,2023-07-01 10:57:21,2023-07-01 10:57:26,4.789s,PASSED
maximizeWindow(),Firefox 109.0,,,2023-07-01 10:57:26,2023-07-01 10:57:26,0.661s,PASSED
"click(findTestObject(""Object Repository/KSD/Page_Product FAQs/i_OK_fal fa-user""))",Firefox 109.0,,,2023-07-01 10:57:26,2023-07-01 10:57:29,2.483s,PASSED
"setText(findTestObject(""Object Repository/KSD/Page_Product FAQs/input_E-mail Address_nav-user-email""), ""Bhushan.borse@kohler.com"")",Firefox 109.0,,,2023-07-01 10:57:29,2023-07-01 10:57:30,0.927s,PASSED
"setEncryptedText(findTestObject(""Object Repository/KSD/Page_Product FAQs/input_Password_nav-user-password""), ""UkTT/T5uWxEyt5z+WbCT2w=="")",Firefox 109.0,,,2023-07-01 10:57:30,2023-07-01 10:57:30,0.529s,PASSED
"click(findTestObject(""Object Repository/KSD/Page_Product FAQs/button_Sign In""))",Firefox 109.0,,,2023-07-01 10:57:30,2023-07-01 10:57:31,1.204s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Bhushan""))",Firefox 109.0,,,2023-07-01 10:57:31,2023-07-01 10:57:38,6.524s,PASSED
,,,,,,,
Test Cases/KDS/TC_02_Header_Menu_Check,Firefox 109.0,,,2023-07-01 10:57:38,2023-07-01 10:57:54,16.245s,PASSED
"openBrowser("""")",Firefox 109.0,,,2023-07-01 10:57:38,2023-07-01 10:57:42,3.497s,PASSED
"navigateToUrl(""https://www.studiokohler.com/en-us/faqs"")",Firefox 109.0,,,2023-07-01 10:57:42,2023-07-01 10:57:47,5.166s,PASSED
maximizeWindow(),Firefox 109.0,,,2023-07-01 10:57:47,2023-07-01 10:57:48,0.557s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Products""))",Firefox 109.0,,,2023-07-01 10:57:48,2023-07-01 10:57:49,1.342s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Resources""))",Firefox 109.0,,,2023-07-01 10:57:49,2023-07-01 10:57:50,0.997s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Services""))",Firefox 109.0,,,2023-07-01 10:57:50,2023-07-01 10:57:50,0.344s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Inspiration""))",Firefox 109.0,,,2023-07-01 10:57:50,2023-07-01 10:57:51,0.310s,PASSED
"click(findTestObject(""Object Repository/KSD/Page_Product FAQs/button_OK""))",Firefox 109.0,,,2023-07-01 10:57:51,2023-07-01 10:57:51,0.616s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Events""))",Firefox 109.0,,,2023-07-01 10:57:51,2023-07-01 10:57:51,0.304s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_About""))",Firefox 109.0,,,2023-07-01 10:57:51,2023-07-01 10:57:52,0.312s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_India""))",Firefox 109.0,,,2023-07-01 10:57:52,2023-07-01 10:57:52,0.310s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/i_OK_fal fa-folder""))",Firefox 109.0,,,2023-07-01 10:57:52,2023-07-01 10:57:52,0.292s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/i_OK_fal fa-map-marker-alt""))",Firefox 109.0,,,2023-07-01 10:57:52,2023-07-01 10:57:53,0.306s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/i_OK_fal fa-user""))",Firefox 109.0,,,2023-07-01 10:57:53,2023-07-01 10:57:53,0.311s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/i_Project Folder_fal fa-search""))",Firefox 109.0,,,2023-07-01 10:57:53,2023-07-01 10:57:53,0.280s,PASSED
