Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
KDS_Smoke_Suite,Chrome 114.0.0.0,,,2023-06-30 23:11:05,2023-06-30 23:39:34,28m - 28.374s,PASSED
,,,,,,,
Test Cases/KDS/TC_01_Login,Chrome 114.0.0.0,,,2023-06-30 23:13:15,2023-06-30 23:21:06,7m - 50.520s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-06-30 23:13:15,2023-06-30 23:15:49,2m - 34.267s,PASSED
"navigateToUrl(""https://www.studiokohler.com/en-us/faqs"")",Chrome 114.0.0.0,,,2023-06-30 23:15:49,2023-06-30 23:18:12,2m - 22.303s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-06-30 23:18:12,2023-06-30 23:18:29,17.357s,PASSED
"click(findTestObject(""Object Repository/KSD/Page_Product FAQs/i_OK_fal fa-user""))",Chrome 114.0.0.0,,,2023-06-30 23:18:29,2023-06-30 23:18:47,17.587s,PASSED
"setText(findTestObject(""Object Repository/KSD/Page_Product FAQs/input_E-mail Address_nav-user-email""), ""Bhushan.borse@kohler.com"")",Chrome 114.0.0.0,,,2023-06-30 23:18:47,2023-06-30 23:18:52,5.777s,PASSED
"setEncryptedText(findTestObject(""Object Repository/KSD/Page_Product FAQs/input_Password_nav-user-password""), ""UkTT/T5uWxEyt5z+WbCT2w=="")",Chrome 114.0.0.0,,,2023-06-30 23:18:52,2023-06-30 23:18:57,4.457s,PASSED
"click(findTestObject(""Object Repository/KSD/Page_Product FAQs/button_Sign In""))",Chrome 114.0.0.0,,,2023-06-30 23:18:57,2023-06-30 23:19:06,8.902s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Bhushan""))",Chrome 114.0.0.0,,,2023-06-30 23:19:06,2023-06-30 23:21:06,1m - 59.746s,PASSED
,,,,,,,
Test Cases/KDS/TC_02_Header_Menu_Check,Chrome 114.0.0.0,,,2023-06-30 23:21:06,2023-06-30 23:24:25,3m - 19.339s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-06-30 23:21:07,2023-06-30 23:21:15,8.438s,PASSED
"navigateToUrl(""https://www.studiokohler.com/en-us/faqs"")",Chrome 114.0.0.0,,,2023-06-30 23:21:15,2023-06-30 23:23:38,2m - 22.313s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-06-30 23:23:38,2023-06-30 23:23:57,19.856s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Products""))",Chrome 114.0.0.0,,,2023-06-30 23:23:57,2023-06-30 23:24:05,7.818s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Resources""))",Chrome 114.0.0.0,,,2023-06-30 23:24:05,2023-06-30 23:24:06,1.150s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Services""))",Chrome 114.0.0.0,,,2023-06-30 23:24:06,2023-06-30 23:24:08,1.621s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Inspiration""))",Chrome 114.0.0.0,,,2023-06-30 23:24:08,2023-06-30 23:24:09,1.054s,PASSED
