Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
KDS_Smoke_Suite,Firefox 109.0,,,2023-08-22 13:20:54,2023-08-22 13:23:11,2m - 16.552s,PASSED
,,,,,,,
Test Cases/KDS/TC_01_Login,Firefox 109.0,,,2023-08-22 13:21:17,2023-08-22 13:21:38,20.905s,PASSED
"openBrowser("""")",Firefox 109.0,,,2023-08-22 13:21:17,2023-08-22 13:21:20,3.122s,PASSED
"navigateToUrl(""https://www.studiokohler.com/en-us/faqs"")",Firefox 109.0,,,2023-08-22 13:21:20,2023-08-22 13:21:25,5.034s,PASSED
maximizeWindow(),Firefox 109.0,,,2023-08-22 13:21:25,2023-08-22 13:21:25,0.520s,PASSED
"click(findTestObject(""Object Repository/KSD/Page_Product FAQs/i_OK_fal fa-user""))",Firefox 109.0,,,2023-08-22 13:21:25,2023-08-22 13:21:27,1.478s,PASSED
"setText(findTestObject(""Object Repository/KSD/Page_Product FAQs/input_E-mail Address_nav-user-email""), ""Bhushan.borse@kohler.com"")",Firefox 109.0,,,2023-08-22 13:21:27,2023-08-22 13:21:28,1.057s,PASSED
"setEncryptedText(findTestObject(""Object Repository/KSD/Page_Product FAQs/input_Password_nav-user-password""), ""UkTT/T5uWxEyt5z+WbCT2w=="")",Firefox 109.0,,,2023-08-22 13:21:28,2023-08-22 13:21:28,0.451s,PASSED
"click(findTestObject(""Object Repository/KSD/Page_Product FAQs/button_Sign In""))",Firefox 109.0,,,2023-08-22 13:21:28,2023-08-22 13:21:29,1.060s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Bhushan""))",Firefox 109.0,,,2023-08-22 13:21:29,2023-08-22 13:21:36,6.511s,PASSED
"takeScreenshotAsCheckpoint(""Lgin"")",Firefox 109.0,,,2023-08-22 13:21:36,2023-08-22 13:21:38,1.644s,PASSED
,,,,,,,
Test Cases/KDS/TC_02_Header_Menu_Check,Firefox 109.0,,,2023-08-22 13:21:38,2023-08-22 13:21:54,15.980s,PASSED
"openBrowser("""")",Firefox 109.0,,,2023-08-22 13:21:38,2023-08-22 13:21:41,2.672s,PASSED
"navigateToUrl(""https://www.studiokohler.com/en-us/faqs"")",Firefox 109.0,,,2023-08-22 13:21:41,2023-08-22 13:21:45,4.039s,PASSED
maximizeWindow(),Firefox 109.0,,,2023-08-22 13:21:45,2023-08-22 13:21:45,0.491s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Products""))",Firefox 109.0,,,2023-08-22 13:21:45,2023-08-22 13:21:48,2.501s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Resources""))",Firefox 109.0,,,2023-08-22 13:21:48,2023-08-22 13:21:48,0.462s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Services""))",Firefox 109.0,,,2023-08-22 13:21:48,2023-08-22 13:21:48,0.303s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Inspiration""))",Firefox 109.0,,,2023-08-22 13:21:48,2023-08-22 13:21:49,0.392s,PASSED
"click(findTestObject(""Object Repository/KSD/Page_Product FAQs/button_OK""))",Firefox 109.0,,,2023-08-22 13:21:49,2023-08-22 13:21:49,0.649s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Events""))",Firefox 109.0,,,2023-08-22 13:21:49,2023-08-22 13:21:50,0.319s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_About""))",Firefox 109.0,,,2023-08-22 13:21:50,2023-08-22 13:21:50,0.299s,PASSED
