Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
KDS_Smoke_Suite,Chrome 114.0.0.0,,,2023-07-03 17:58:44,2023-07-03 18:15:29,16m - 44.420s,PASSED
,,,,,,,
Test Cases/KDS/TC_01_Login,Chrome 114.0.0.0,,,2023-07-03 17:58:45,2023-07-03 18:01:56,3m - 11.324s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-07-03 17:58:45,2023-07-03 17:58:55,10.218s,PASSED
"navigateToUrl(""https://www.studiokohler.com/en-us/faqs"")",Chrome 114.0.0.0,,,2023-07-03 17:58:55,2023-07-03 18:00:24,1m - 28.220s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-07-03 18:00:24,2023-07-03 18:00:27,3.356s,PASSED
"click(findTestObject(""Object Repository/KSD/Page_Product FAQs/i_OK_fal fa-user""))",Chrome 114.0.0.0,,,2023-07-03 18:00:27,2023-07-03 18:00:37,9.797s,PASSED
"setText(findTestObject(""Object Repository/KSD/Page_Product FAQs/input_E-mail Address_nav-user-email""), ""Bhushan.borse@kohler.com"")",Chrome 114.0.0.0,,,2023-07-03 18:00:37,2023-07-03 18:00:42,5.647s,PASSED
"setEncryptedText(findTestObject(""Object Repository/KSD/Page_Product FAQs/input_Password_nav-user-password""), ""UkTT/T5uWxEyt5z+WbCT2w=="")",Chrome 114.0.0.0,,,2023-07-03 18:00:42,2023-07-03 18:00:45,2.130s,PASSED
"click(findTestObject(""Object Repository/KSD/Page_Product FAQs/button_Sign In""))",Chrome 114.0.0.0,,,2023-07-03 18:00:45,2023-07-03 18:00:50,5.234s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Bhushan""))",Chrome 114.0.0.0,,,2023-07-03 18:00:50,2023-07-03 18:01:56,1m - 6.300s,PASSED
,,,,,,,
Test Cases/KDS/TC_02_Header_Menu_Check,Chrome 114.0.0.0,,,2023-07-03 18:01:56,2023-07-03 18:04:09,2m - 12.620s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-07-03 18:01:57,2023-07-03 18:02:05,7.815s,PASSED
"navigateToUrl(""https://www.studiokohler.com/en-us/faqs"")",Chrome 114.0.0.0,,,2023-07-03 18:02:05,2023-07-03 18:03:47,1m - 41.935s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-07-03 18:03:47,2023-07-03 18:03:48,1.688s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Products""))",Chrome 114.0.0.0,,,2023-07-03 18:03:48,2023-07-03 18:03:57,9.170s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Resources""))",Chrome 114.0.0.0,,,2023-07-03 18:03:57,2023-07-03 18:03:58,0.817s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Services""))",Chrome 114.0.0.0,,,2023-07-03 18:03:58,2023-07-03 18:03:59,0.856s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Inspiration""))",Chrome 114.0.0.0,,,2023-07-03 18:03:59,2023-07-03 18:04:00,0.570s,PASSED
"click(findTestObject(""Object Repository/KSD/Page_Product FAQs/button_OK""))",Chrome 114.0.0.0,,,2023-07-03 18:04:00,2023-07-03 18:04:04,3.848s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Events""))",Chrome 114.0.0.0,,,2023-07-03 18:04:04,2023-07-03 18:04:05,1.313s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_About""))",Chrome 114.0.0.0,,,2023-07-03 18:04:05,2023-07-03 18:04:05,0.362s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_India""))",Chrome 114.0.0.0,,,2023-07-03 18:04:05,2023-07-03 18:04:06,0.891s,PASSED
