Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
KDS_Smoke_Suite,Firefox 109.0,,,2023-07-01 20:27:15,2023-07-01 20:29:29,2m - 13.811s,PASSED
,,,,,,,
Test Cases/KDS/TC_01_Login,Firefox 109.0,,,2023-07-01 20:27:16,2023-07-01 20:27:45,29.373s,PASSED
"openBrowser("""")",Firefox 109.0,,,2023-07-01 20:27:16,2023-07-01 20:27:27,10.358s,PASSED
"navigateToUrl(""https://www.studiokohler.com/en-us/faqs"")",Firefox 109.0,,,2023-07-01 20:27:27,2023-07-01 20:27:32,4.892s,PASSED
maximizeWindow(),Firefox 109.0,,,2023-07-01 20:27:32,2023-07-01 20:27:32,0.624s,PASSED
"click(findTestObject(""Object Repository/KSD/Page_Product FAQs/i_OK_fal fa-user""))",Firefox 109.0,,,2023-07-01 20:27:32,2023-07-01 20:27:36,3.484s,PASSED
"setText(findTestObject(""Object Repository/KSD/Page_Product FAQs/input_E-mail Address_nav-user-email""), ""Bhushan.borse@kohler.com"")",Firefox 109.0,,,2023-07-01 20:27:36,2023-07-01 20:27:37,1.001s,PASSED
"setEncryptedText(findTestObject(""Object Repository/KSD/Page_Product FAQs/input_Password_nav-user-password""), ""UkTT/T5uWxEyt5z+WbCT2w=="")",Firefox 109.0,,,2023-07-01 20:27:37,2023-07-01 20:27:37,0.539s,PASSED
"click(findTestObject(""Object Repository/KSD/Page_Product FAQs/button_Sign In""))",Firefox 109.0,,,2023-07-01 20:27:37,2023-07-01 20:27:38,1.146s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Bhushan""))",Firefox 109.0,,,2023-07-01 20:27:38,2023-07-01 20:27:45,6.790s,PASSED
,,,,,,,
Test Cases/KDS/TC_02_Header_Menu_Check,Firefox 109.0,,,2023-07-01 20:27:45,2023-07-01 20:28:02,16.648s,PASSED
"openBrowser("""")",Firefox 109.0,,,2023-07-01 20:27:46,2023-07-01 20:27:50,4.199s,PASSED
"navigateToUrl(""https://www.studiokohler.com/en-us/faqs"")",Firefox 109.0,,,2023-07-01 20:27:50,2023-07-01 20:27:54,4.213s,PASSED
maximizeWindow(),Firefox 109.0,,,2023-07-01 20:27:54,2023-07-01 20:27:55,0.510s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Products""))",Firefox 109.0,,,2023-07-01 20:27:55,2023-07-01 20:27:57,2.199s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Resources""))",Firefox 109.0,,,2023-07-01 20:27:57,2023-07-01 20:27:57,0.488s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Services""))",Firefox 109.0,,,2023-07-01 20:27:57,2023-07-01 20:27:57,0.302s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Inspiration""))",Firefox 109.0,,,2023-07-01 20:27:57,2023-07-01 20:27:58,0.307s,PASSED
"click(findTestObject(""Object Repository/KSD/Page_Product FAQs/button_OK""))",Firefox 109.0,,,2023-07-01 20:27:58,2023-07-01 20:27:58,0.618s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Events""))",Firefox 109.0,,,2023-07-01 20:27:58,2023-07-01 20:27:59,0.429s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_About""))",Firefox 109.0,,,2023-07-01 20:27:59,2023-07-01 20:27:59,0.321s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_India""))",Firefox 109.0,,,2023-07-01 20:27:59,2023-07-01 20:28:00,0.337s,PASSED
