Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
KDS_Smoke_Suite,Firefox 109.0,,,2023-07-03 20:16:00,2023-07-03 20:18:08,2m - 8.060s,PASSED
,,,,,,,
Test Cases/KDS/TC_01_Login,Firefox 109.0,,,2023-07-03 20:16:00,2023-07-03 20:16:21,21.142s,PASSED
"openBrowser("""")",Firefox 109.0,,,2023-07-03 20:16:00,2023-07-03 20:16:04,3.418s,PASSED
"navigateToUrl(""https://www.studiokohler.com/en-us/faqs"")",Firefox 109.0,,,2023-07-03 20:16:04,2023-07-03 20:16:10,6.432s,PASSED
maximizeWindow(),Firefox 109.0,,,2023-07-03 20:16:10,2023-07-03 20:16:11,0.516s,PASSED
"click(findTestObject(""Object Repository/KSD/Page_Product FAQs/i_OK_fal fa-user""))",Firefox 109.0,,,2023-07-03 20:16:11,2023-07-03 20:16:12,1.295s,PASSED
"setText(findTestObject(""Object Repository/KSD/Page_Product FAQs/input_E-mail Address_nav-user-email""), ""Bhushan.borse@kohler.com"")",Firefox 109.0,,,2023-07-03 20:16:12,2023-07-03 20:16:13,0.863s,PASSED
"setEncryptedText(findTestObject(""Object Repository/KSD/Page_Product FAQs/input_Password_nav-user-password""), ""UkTT/T5uWxEyt5z+WbCT2w=="")",Firefox 109.0,,,2023-07-03 20:16:13,2023-07-03 20:16:13,0.487s,PASSED
"click(findTestObject(""Object Repository/KSD/Page_Product FAQs/button_Sign In""))",Firefox 109.0,,,2023-07-03 20:16:13,2023-07-03 20:16:15,1.323s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Bhushan""))",Firefox 109.0,,,2023-07-03 20:16:15,2023-07-03 20:16:21,6.416s,PASSED
,,,,,,,
Test Cases/KDS/TC_02_Header_Menu_Check,Firefox 109.0,,,2023-07-03 20:16:21,2023-07-03 20:16:36,14.671s,PASSED
"openBrowser("""")",Firefox 109.0,,,2023-07-03 20:16:21,2023-07-03 20:16:24,2.533s,PASSED
"navigateToUrl(""https://www.studiokohler.com/en-us/faqs"")",Firefox 109.0,,,2023-07-03 20:16:24,2023-07-03 20:16:30,5.803s,PASSED
maximizeWindow(),Firefox 109.0,,,2023-07-03 20:16:30,2023-07-03 20:16:30,0.507s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Products""))",Firefox 109.0,,,2023-07-03 20:16:30,2023-07-03 20:16:31,0.890s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Resources""))",Firefox 109.0,,,2023-07-03 20:16:31,2023-07-03 20:16:32,0.567s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Services""))",Firefox 109.0,,,2023-07-03 20:16:32,2023-07-03 20:16:32,0.294s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Inspiration""))",Firefox 109.0,,,2023-07-03 20:16:32,2023-07-03 20:16:32,0.296s,PASSED
