Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
KDS_Smoke_Suite,Firefox 109.0,,,2023-07-03 19:36:30,2023-07-03 19:38:49,2m - 18.583s,PASSED
,,,,,,,
Test Cases/KDS/TC_01_Login,Firefox 109.0,,,2023-07-03 19:36:31,2023-07-03 19:37:03,31.723s,PASSED
"openBrowser("""")",Firefox 109.0,,,2023-07-03 19:36:31,2023-07-03 19:36:41,9.588s,PASSED
"navigateToUrl(""https://www.studiokohler.com/en-us/faqs"")",Firefox 109.0,,,2023-07-03 19:36:41,2023-07-03 19:36:49,8.325s,PASSED
maximizeWindow(),Firefox 109.0,,,2023-07-03 19:36:49,2023-07-03 19:36:50,0.705s,PASSED
"click(findTestObject(""Object Repository/KSD/Page_Product FAQs/i_OK_fal fa-user""))",Firefox 109.0,,,2023-07-03 19:36:50,2023-07-03 19:36:53,3.068s,PASSED
"setText(findTestObject(""Object Repository/KSD/Page_Product FAQs/input_E-mail Address_nav-user-email""), ""Bhushan.borse@kohler.com"")",Firefox 109.0,,,2023-07-03 19:36:53,2023-07-03 19:36:54,0.987s,PASSED
"setEncryptedText(findTestObject(""Object Repository/KSD/Page_Product FAQs/input_Password_nav-user-password""), ""UkTT/T5uWxEyt5z+WbCT2w=="")",Firefox 109.0,,,2023-07-03 19:36:54,2023-07-03 19:36:54,0.503s,PASSED
"click(findTestObject(""Object Repository/KSD/Page_Product FAQs/button_Sign In""))",Firefox 109.0,,,2023-07-03 19:36:54,2023-07-03 19:36:56,1.141s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Bhushan""))",Firefox 109.0,,,2023-07-03 19:36:56,2023-07-03 19:37:03,6.975s,PASSED
,,,,,,,
Test Cases/KDS/TC_02_Header_Menu_Check,Firefox 109.0,,,2023-07-03 19:37:03,2023-07-03 19:37:24,21.277s,PASSED
"openBrowser("""")",Firefox 109.0,,,2023-07-03 19:37:03,2023-07-03 19:37:08,4.802s,PASSED
"navigateToUrl(""https://www.studiokohler.com/en-us/faqs"")",Firefox 109.0,,,2023-07-03 19:37:08,2023-07-03 19:37:15,7.056s,PASSED
maximizeWindow(),Firefox 109.0,,,2023-07-03 19:37:15,2023-07-03 19:37:15,0.497s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Products""))",Firefox 109.0,,,2023-07-03 19:37:15,2023-07-03 19:37:19,3.924s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Resources""))",Firefox 109.0,,,2023-07-03 19:37:19,2023-07-03 19:37:20,0.402s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Services""))",Firefox 109.0,,,2023-07-03 19:37:20,2023-07-03 19:37:20,0.302s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Inspiration""))",Firefox 109.0,,,2023-07-03 19:37:20,2023-07-03 19:37:20,0.287s,PASSED
"click(findTestObject(""Object Repository/KSD/Page_Product FAQs/button_OK""))",Firefox 109.0,,,2023-07-03 19:37:20,2023-07-03 19:37:21,0.609s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Events""))",Firefox 109.0,,,2023-07-03 19:37:21,2023-07-03 19:37:21,0.313s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_About""))",Firefox 109.0,,,2023-07-03 19:37:21,2023-07-03 19:37:21,0.301s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_India""))",Firefox 109.0,,,2023-07-03 19:37:21,2023-07-03 19:37:22,0.306s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/i_OK_fal fa-folder""))",Firefox 109.0,,,2023-07-03 19:37:22,2023-07-03 19:37:22,0.307s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/i_OK_fal fa-map-marker-alt""))",Firefox 109.0,,,2023-07-03 19:37:22,2023-07-03 19:37:22,0.290s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/i_OK_fal fa-user""))",Firefox 109.0,,,2023-07-03 19:37:22,2023-07-03 19:37:23,0.304s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/i_Project Folder_fal fa-search""))",Firefox 109.0,,,2023-07-03 19:37:23,2023-07-03 19:37:23,0.288s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/img_OK_black-version logo_js""))",Firefox 109.0,,,2023-07-03 19:37:23,2023-07-03 19:37:23,0.288s,PASSED
closeBrowser(),Firefox 109.0,,,2023-07-03 19:37:23,2023-07-03 19:37:24,0.637s,PASSED
,,,,,,,
